auroc,aupr,acc,loss,ineff,coverage_mean,ineff_list
0.9550041869016928,0.9690656557252797,0.9386867088607594,0.2160382195364071,1.692099928855896,0.990200002193451,1.42083199262619
0.955±nan,0.9691±nan,0.9387±nan,0.216±nan,1.6921±nan,0.9902±nan,1.4208±nan
0.9690628444950737,0.9807088653455731,0.9424446202531646,0.20452151683312428,1.493299961090088,0.990361002087593,1.359173001050949
0.9550041869016928,0.9690656557252797,0.9386867088607594,0.2160382195364071,1.692099928855896,0.990200002193451,1.42083199262619
0.9743026270559786,0.9860551388590826,0.9360166139240507,0.19793010003204586,1.4656999111175537,0.9903479987382888,1.3448500037193298
0.9636282261126767,0.9781249000090977,0.9388844936708861,0.22698902819730057,1.6862999200820923,0.9902470004558563,1.394900996685028
0.9619592731378782,0.976275765610164,0.9378955696202531,0.21619748380742496,1.6302999258041382,0.9902980041503906,1.4230469965934753
0.9648±0.0073,0.978±0.0062,0.9388±0.0023,0.2123±0.0113,1.5935±0.1073,0.9903±0.0001,1.3886±0.0355
