acc,loss,ineff,coverage_mean,ineff_list
0.9390822784810127,0.17900772751132144,1.7407000064849854,0.990271999835968,1.3145939958095552
0.9382911392405063,0.18043458405174786,1.805299997329712,0.9902360016107559,1.3104079937934876
0.9390822784810127,0.18103312276586703,1.820099949836731,0.9901570028066635,1.318329998254776
0.9384889240506329,0.17867977511656435,1.7838999032974243,0.9902770000696183,1.3061339938640595
0.9386867088607594,0.17855647121426427,1.7863999605178833,0.9902490025758743,1.297660003900528
0.9387±0.0004,0.1795±0.0011,1.7873±0.0299,0.9902±0.0,1.3094±0.008
